authors	year	document_type	open_access	source_title	language	addresses	affiliations	source	Type of Paper 	Relevant to the manuscript?	Why (if not)	If other please describe 
Leyva-Cruz E.; Vásquez-Yeomans L.; Carrillo L.; Valdez-Moreno M.; Steinke D.	2016	Article	All Open Access; Green Open Access	Genome	English	Leyva-Cruz E. Department of Systematic and Aquatic Ecology El Colegio de la Frontera sur Chetumal Unit Centenario Avenue Km 5.5 Col. Pacto Obrero Campesino Chetumal Quintana Roo 77014 Mexico; Vásquez-Yeomans L. Department of Systematic and Aquatic Ecology El Colegio de la Frontera sur Chetumal Unit Centenario Avenue Km 5.5 Col. Pacto Obrero Campesino Chetumal Quintana Roo 77014 Mexico; Carrillo L. Department of Systematic and Aquatic Ecology El Colegio de la Frontera sur Chetumal Unit Centenario Avenue Km 5.5 Col. Pacto Obrero Campesino Chetumal Quintana Roo 77014 Mexico; Valdez-Moreno M. Department of Systematic and Aquatic Ecology El Colegio de la Frontera sur Chetumal Unit Centenario Avenue Km 5.5 Col. Pacto Obrero Campesino Chetumal Quintana Roo 77014 Mexico; Steinke D. Department of Systematic and Aquatic Ecology El Colegio de la Frontera sur Chetumal Unit Centenario Avenue Km 5.5 Col. Pacto Obrero Campesino Chetumal Quintana Roo 77014 Mexico	Department of Systematic and Aquatic Ecology El Colegio de la Frontera sur Chetumal Unit Centenario Avenue Km 5.5 Col. Pacto Obrero Campesino Chetumal Quintana Roo 77014 Mexico	Scopus				
Rodríguez-Zaragoza F.A.; Arias-González J.E.	2015	Article	All Open Access; Gold Open Access	Frontiers in Marine Science	English	Rodríguez-Zaragoza F.A. Laboratorio de Ecosistemas Marinos y Acuicultura Departamento de Ecología Universidad de Guadalajara Centro Universitario de Ciencias Biológicas y Agropecuarias Jalisco Mexico; Arias-González J.E. Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del IPN Unidad Mérida Yucatán Mexico	Laboratorio de Ecosistemas Marinos y Acuicultura Departamento de Ecología Universidad de Guadalajara Centro Universitario de Ciencias Biológicas y Agropecuarias Jalisco Mexico; Laboratorio de Ecología de Ecosistemas de Arrecifes Coralinos Departamento de Recursos del Mar Centro de Investigación y de Estudios Avanzados del IPN Unidad Mérida Yucatán Mexico	Scopus		Yes		
Chittaro P.M.; Hogan J.D.	2013	Article	NA	Coral Reefs	English	Chittaro P.M. Fish Ecology Division Northwest Fisheries Science Center National Marine Fisheries Service National Oceanic and Atmospheric Administration Seattle WA 98112 2725 Montlake Blvd. E. United States; Hogan J.D. Department of Life Sciences Texas AandM - Corpus Christi Corpus Christi TX 6300 Ocean Drive United States	Fish Ecology Division Northwest Fisheries Science Center National Marine Fisheries Service National Oceanic and Atmospheric Administration Seattle WA 98112 2725 Montlake Blvd. E. United States; Department of Life Sciences Texas AandM - Corpus Christi Corpus Christi TX 6300 Ocean Drive United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Delgado-Pech B.; Almazán-Becerril A.; Peniche-Pérez J.; Caballero-Vázquez J.A.	2018	Article	All Open Access; Gold Open Access; Green Open Access	Biodiversity Data Journal	English	Delgado-Pech B. Centro de Investigación Científica de Yucatán A.C. (CICY) Unidad de Ciencias del Agua Q. Roo Mexico; Almazán-Becerril A. Centro de Investigación Científica de Yucatán A.C. (CICY) Unidad de Ciencias del Agua Q. Roo Mexico; Peniche-Pérez J. Centro de Investigación Científica de Yucatán A.C. (CICY) Unidad de Ciencias del Agua Q. Roo Mexico; Caballero-Vázquez J.A. Centro de Investigación Científica de Yucatán A.C. (CICY) Unidad de Ciencias del Agua Q. Roo Mexico	Centro de Investigación Científica de Yucatán A.C. (CICY) Unidad de Ciencias del Agua Q. Roo Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Baumann J.H.; Davies S.W.; Aichelman H.E.; Castillo K.D.	2018	Article	All Open Access; Green Open Access	Microbial Ecology	English	Baumann J.H. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill 27599-3300 NC United States; Davies S.W. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill 27599-3300 NC United States Department of Biology Boston University 5 Cummington Mall Boston 02215 MA United States; Aichelman H.E. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill 27599-3300 NC United States Department of Biological Sciences Old Dominion University 302 Miles Godwin building Norfolk 23529 VA United States; Castillo K.D. Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill 27599-3300 NC United States	Department of Marine Sciences University of North Carolina at Chapel Hill Chapel Hill 27599-3300 NC United States; Department of Biology Boston University 5 Cummington Mall Boston 02215 MA United States; Department of Biological Sciences Old Dominion University 302 Miles Godwin building Norfolk 23529 VA United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Rützler K.	2012	Book chapter	NA	Advances in Marine Biology	English	Rützler K. Department of Invertebrate Zoology National Museum of Natural History Smithsonian Institution Washington DC United States	Department of Invertebrate Zoology National Museum of Natural History Smithsonian Institution Washington DC United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Schmitter-Soto J.J.; Aguilar-Perera A.; Cruz-Martínez A.; Herrera-Pavón R.L.; Morales-Aranda A.A.; Cobián-Rojas D.	2018	Article	NA	Biodiversity and Conservation	English	Schmitter-Soto J.J. El Colegio de la Frontera Sur Av. Centenario km 5.5 Chetumal 77014 Mexico; Aguilar-Perera A. Universidad Autónoma de Yucatán Carr. Mérida-Xmatkuil km 15.5 Mérida Mexico; Cruz-Martínez A. Facultad de Ciencias Universidad Nacional Autónoma de México Ciudad Universitaria Circuito Exterior s/n Mexico City 04510 Mexico; Herrera-Pavón R.L. El Colegio de la Frontera Sur Av. Centenario km 5.5 Chetumal 77014 Mexico; Morales-Aranda A.A. Facultad de Estudios Superiores Iztacala Universidad Nacional Autónoma de México A.P. 314 Tlalnepantla 05490 Mexico; Cobián-Rojas D. Parque Nacional Guanahacabibes Ministerio de Ciencia Tecnología y Medio Ambiente La Bajada Pinar Del Río 22100 Cuba	El Colegio de la Frontera Sur Av. Centenario km 5.5 Chetumal 77014 Mexico; Universidad Autónoma de Yucatán Carr. Mérida-Xmatkuil km 15.5 Mérida Mexico; Facultad de Ciencias Universidad Nacional Autónoma de México Ciudad Universitaria Circuito Exterior s/n Mexico City 04510 Mexico; Facultad de Estudios Superiores Iztacala Universidad Nacional Autónoma de México A.P. 314 Tlalnepantla 05490 Mexico; Parque Nacional Guanahacabibes Ministerio de Ciencia Tecnología y Medio Ambiente La Bajada Pinar Del Río 22100 Cuba	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Truelove N.K.; Griffiths S.; Ley-Cooper K.; Azueta J.; Majil I.; Box S.J.; Behringer D.C.; Butler M.J. IV; Preziosi R.F.	2015	Article	NA	Conservation Genetics	English	Truelove N.K. The University of Manchester Manchester M13 9PT United Kingdom Smithsonian Museum of Natural History Smithsonian Marine Station Fort Pierce 34949 FL United States; Griffiths S. The University of Manchester Manchester M13 9PT United Kingdom; Ley-Cooper K. Department of Environment and Agriculture Curtin University Bentley WA Australia; Azueta J. Belize Fisheries Department Belize Ministry of Agriculture and Fisheries Belize City Belize; Majil I. Belize Fisheries Department Belize Ministry of Agriculture and Fisheries Belize City Belize; Box S.J. Smithsonian Museum of Natural History Smithsonian Marine Station Fort Pierce 34949 FL United States; Behringer D.C. Fisheries and Aquatic Sciences Program University of Florida Gainesville 32653 FL United States Emerging Pathogens Institute University of Florida Gainesville 32610 FL United States; Butler M.J. IV Department of Biological Sciences Old Dominion University Norfolk 23529 VA United States; Preziosi R.F. The University of Manchester Manchester M13 9PT United Kingdom	The University of Manchester Manchester M13 9PT United Kingdom; Department of Environment and Agriculture Curtin University Bentley WA Australia; Belize Fisheries Department Belize Ministry of Agriculture and Fisheries Belize City Belize; Smithsonian Museum of Natural History Smithsonian Marine Station Fort Pierce 34949 FL United States; Fisheries and Aquatic Sciences Program University of Florida Gainesville 32653 FL United States; Emerging Pathogens Institute University of Florida Gainesville 32610 FL United States; Department of Biological Sciences Old Dominion University Norfolk 23529 VA United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Almazán-Becerril A.; Escobar-Morales S.; Rosiles-González G.; Valadez F.	2015	Article	NA	Botanica Marina	English	Almazán-Becerril A. Unidad de Ciencias del Agua Centro de Investigación Científica de Yucatán A.C. (CICY) Calle 8 Número 39 SM 64 Cancún Quintana Roo Mexico; Escobar-Morales S. Unidad de Ciencias del Agua Centro de Investigación Científica de Yucatán A.C. (CICY) Calle 8 Número 39 SM 64 Cancún Quintana Roo Mexico; Rosiles-González G. Unidad de Ciencias del Agua Centro de Investigación Científica de Yucatán A.C. (CICY) Calle 8 Número 39 SM 64 Cancún Quintana Roo Mexico; Valadez F. Unidad de Ciencias del Agua Centro de Investigación Científica de Yucatán A.C. (CICY) Calle 8 Número 39 SM 64 Cancún Quintana Roo Mexico Laboratorio de Humedales Centro de Investigación para la Conservación y Aprovechamiento de Recursos Tropicales Universidad Juárez Autónoma de Tabasco 0.5 km carretera Villahermosa-Cardenas Villahermosa Tabasco 86039 Mexico	Unidad de Ciencias del Agua Centro de Investigación Científica de Yucatán A.C. (CICY) Calle 8 Número 39 SM 64 Cancún Quintana Roo Mexico; Laboratorio de Humedales Centro de Investigación para la Conservación y Aprovechamiento de Recursos Tropicales Universidad Juárez Autónoma de Tabasco 0.5 km carretera Villahermosa-Cardenas Villahermosa Tabasco 86039 Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Scharler U.M.; Ulanowicz R.E.; Fogel M.L.; Wooller M.J.; Jacobson-Meyers M.E.; Lovelock C.E.; Feller I.C.; Frischer M.; Lee R.; McKee K.; Romero I.C.; Schmit J.P.; Shearer C.	2015	Article	NA	Oecologia	English	Scharler U.M. School of Life Sciences University of KwaZulu-Natal Westville Campus Durban 4001 South Africa; Ulanowicz R.E. Arthur R. Marshall Laboratory Department of Biology University of Florida Gainesville 32611-8525 FL United States Chesapeake Biological Laboratory University of Maryland Center for Environmental Science Solomons 20688-0038 MD United States; Fogel M.L. Geophysical Laboratory Carnegie Institution of Washington 5251 Broad Branch Road NW Washington 20015 DC United States School of Natural Science University of California at Merced Merced 95343 CA United States; Wooller M.J. School of Fisheries and Ocean Sciences Institute of Marine Science University of Alaska Fairbanks Fairbanks 99775-5860 AK United States Alaska Stable Isotope Facility Water and Environmental Research Center University of Alaska Fairbanks P.O. Box 755860 Fairbanks 99775-5860 AK United States; Jacobson-Meyers M.E. University of Southern California Dana and David Dornsife College of Letters Arts and Sciences 3616 Trousdale Parkway AHF 139 Los Angeles 90089-0371 CA United States; Lovelock C.E. School of Biological Sciences The University of Queensland St Lucia 4072 QLD Australia; Feller I.C. Smithsonian Environmental Research Center Edgewater 21037 MD United States; Frischer M. Skidaway Institute of Oceanography Savannah 31411 GA United States; Lee R. Center for Dark Energy Biosphere Investigations University of Southern California AHF 209 Los Angeles 90089-0371 CA United States; McKee K. US Geological Survey National Wetlands Research Center Lafayette 70506 LA United States; Romero I.C. College of Marine Science University of South Florida St Petersburg 33701 FL United States; Schmit J.P. National Capital Region Inventory and Monitoring Network National Park Service 4598 MacArthur Boulevard NW Washington 20007 DC United States; Shearer C. Department of Plant Biology University of Illinois at Urbana-Champaign Morrill Hall 505 South Goodwin Avenue Urbana 61801 IL United States	School of Life Sciences University of KwaZulu-Natal Westville Campus Durban 4001 South Africa; Arthur R. Marshall Laboratory Department of Biology University of Florida Gainesville 32611-8525 FL United States; Chesapeake Biological Laboratory University of Maryland Center for Environmental Science Solomons 20688-0038 MD United States; Geophysical Laboratory Carnegie Institution of Washington 5251 Broad Branch Road NW Washington 20015 DC United States; School of Natural Science University of California at Merced Merced 95343 CA United States; School of Fisheries and Ocean Sciences Institute of Marine Science University of Alaska Fairbanks Fairbanks 99775-5860 AK United States; Alaska Stable Isotope Facility Water and Environmental Research Center University of Alaska Fairbanks P.O. Box 755860 Fairbanks 99775-5860 AK United States; University of Southern California Dana and David Dornsife College of Letters Arts and Sciences 3616 Trousdale Parkway AHF 139 Los Angeles 90089-0371 CA United States; School of Biological Sciences The University of Queensland St Lucia 4072 QLD Australia; Smithsonian Environmental Research Center Edgewater 21037 MD United States; Skidaway Institute of Oceanography Savannah 31411 GA United States; Center for Dark Energy Biosphere Investigations University of Southern California AHF 209 Los Angeles 90089-0371 CA United States; US Geological Survey National Wetlands Research Center Lafayette 70506 LA United States; College of Marine Science University of South Florida St Petersburg 33701 FL United States; National Capital Region Inventory and Monitoring Network National Park Service 4598 MacArthur Boulevard NW Washington 20007 DC United States; Department of Plant Biology University of Illinois at Urbana-Champaign Morrill Hall 505 South Goodwin Avenue Urbana 61801 IL United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Muhling B.A.; Smith R.H.; Vásquez-Yeomans L.; Lamkin J.T.; Johns E.M.; Carrillo L.; Sosa-Cordero E.; Malca E.	2013	Article	NA	Fisheries Oceanography	English	Muhling B.A. Cooperative Institute for Marine and Atmospheric Studies University of Miami Miami FL 33149 United States; Smith R.H. NOAA Atlantic Oceanographic and Meteorological Laboratory Miami FL 33149 United States; Vásquez-Yeomans L. Departamento de Ecologia y Sistematica Acuatica El Colegio de la Frontera Sur 77014 Chetumal Quintana Roo Avenida Centenario Km 5.5 Mexico; Lamkin J.T. NOAA National Marine Fisheries Service Southeast Fisheries Science Center Miami FL 33149 United States; Johns E.M. NOAA Atlantic Oceanographic and Meteorological Laboratory Miami FL 33149 United States; Carrillo L. Departamento de Ecologia y Sistematica Acuatica El Colegio de la Frontera Sur 77014 Chetumal Quintana Roo Avenida Centenario Km 5.5 Mexico; Sosa-Cordero E. Departamento de Ecologia y Sistematica Acuatica El Colegio de la Frontera Sur 77014 Chetumal Quintana Roo Avenida Centenario Km 5.5 Mexico; Malca E. Cooperative Institute for Marine and Atmospheric Studies University of Miami Miami FL 33149 United States	Cooperative Institute for Marine and Atmospheric Studies University of Miami Miami FL 33149 United States; NOAA Atlantic Oceanographic and Meteorological Laboratory Miami FL 33149 United States; Departamento de Ecologia y Sistematica Acuatica El Colegio de la Frontera Sur 77014 Chetumal Quintana Roo Avenida Centenario Km 5.5 Mexico; NOAA National Marine Fisheries Service Southeast Fisheries Science Center Miami FL 33149 United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Crabbe M.J.C.; Martinez E.; Garcia C.; Chub J.; Castro L.; Guy J.	2012	Book chapter	NA	Environmental Research Summaries: Volume 2	English	Crabbe M.J.C. Luton Institute for Research in the Applied Natural Sciences Faculty of Creative Arts Technologies and Science University of Bedfordshire United Kingdom; Martinez E. Belize Regional Initiative Earthwatch Institute Belize; Garcia C. Toledo Association for Sustainable Tourism and Empowerment (TASTE) Toledo Belize; Chub J. Toledo Institute for Development and Environment (TIDE) Toledo Belize; Castro L. Friends of Nature Village of Placencia Belize Belize; Guy J. Belize Department of Fisheries Belize	Luton Institute for Research in the Applied Natural Sciences Faculty of Creative Arts Technologies and Science University of Bedfordshire United Kingdom; Belize Regional Initiative Earthwatch Institute Belize; Toledo Association for Sustainable Tourism and Empowerment (TASTE) Toledo Belize; Toledo Institute for Development and Environment (TIDE) Toledo Belize; Friends of Nature Village of Placencia Belize Belize; Belize Department of Fisheries Belize	Scopus				
Velez M.; Adlerstein S.; Wondolleck J.	2014	Article	NA	The study investigates the nutrient dynamics in an oligotrophic mangrove ecosystem. They report on different mechanisms in nutrient transfer in different trophic levels and report impact of nutrient limitation on the community.	English	Velez M. Environmental Researcher and Independent Consultant Mexico; Adlerstein S. School of Natural Resources and Environment University of Michigan United States; Wondolleck J. School of Natural Resources and Environment University of Michigan United States	Environmental Researcher and Independent Consultant Mexico; School of Natural Resources and Environment University of Michigan United States	Scopus	Applied science 	Yes - focus relates to manuscript		
Crook E.D.; Potts D.; Rebolledo-Vieyra M.; Hernandez L.; Paytan A.	2012	Article	All Open Access; Hybrid Gold Open Access	Coral Reefs	English	Crook E.D. Institute of Marine Science University of California Santa Cruz CA 95064 1156 High Street United States; Potts D. Institute of Marine Science University of California Santa Cruz CA 95064 1156 High Street United States; Rebolledo-Vieyra M. Unidad de Ciencias del Agua (UCIA) Centro de Investigación Científica de Yucatán 77524 Cancún Quintana Roo A.C. Calle 8 # 39 Lote 1 Manzana 29 S.M. 64 Mexico; Hernandez L. Unidad de Ciencias del Agua (UCIA) Centro de Investigación Científica de Yucatán 77524 Cancún Quintana Roo A.C. Calle 8 # 39 Lote 1 Manzana 29 S.M. 64 Mexico; Paytan A. Institute of Marine Science University of California Santa Cruz CA 95064 1156 High Street United States	Institute of Marine Science University of California Santa Cruz CA 95064 1156 High Street United States; Unidad de Ciencias del Agua (UCIA) Centro de Investigación Científica de Yucatán 77524 Cancún Quintana Roo A.C. Calle 8 # 39 Lote 1 Manzana 29 S.M. 64 Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Baker D.M.; Rodríguez-Martínez R.E.; Fogel M.L.	2013	Article	NA	Coral Reefs	English	Baker D.M. Smithsonian Institution Marine Science Network National Museum of Natural History WA DC 20004 1000 Constitution Ave. NW United States Geophysical Laboratory Carnegie Institution of Washington WA DC 20015 5251 Broad Branch Rd. NW United States School of Biological Sciences The University of Hong Kong Hong Kong Pokfulam Rd. Hong Kong; Rodríguez-Martínez R.E. Unidad Académica Puerto Morelos Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México 77500 Cancún QR Ap. Postal 1152 Mexico; Fogel M.L. Geophysical Laboratory Carnegie Institution of Washington WA DC 20015 5251 Broad Branch Rd. NW United States	Smithsonian Institution Marine Science Network National Museum of Natural History WA DC 20004 1000 Constitution Ave. NW United States; Geophysical Laboratory Carnegie Institution of Washington WA DC 20015 5251 Broad Branch Rd. NW United States; Unidad Académica Puerto Morelos Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México 77500 Cancún QR Ap. Postal 1152 Mexico; School of Biological Sciences The University of Hong Kong Hong Kong Pokfulam Rd. Hong Kong	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Carrillo L.; Johns E.M.; Smith R.H.; Lamkin J.T.; Largier J.L.	2015	Article	NA	Continental Shelf Research	English	Carrillo L. El Colegio de la Frontera Sur Departamento de Sistemática y Ecología Acuática Av. Centenario km 5.5 Col. Pacto Obrero Chetumal Quintana Roo 77014 Mexico; Johns E.M. NOAA Atlantic Oceanographic and Meteorological Laboratory 4301 Rickenbacker Causeway Miami 33149 FL United States; Smith R.H. NOAA Atlantic Oceanographic and Meteorological Laboratory 4301 Rickenbacker Causeway Miami 33149 FL United States; Lamkin J.T. NOAA National Marine Fisheries Service Southeast Fisheries Science Center 75 Virginia Beach Drive Miami 33149 FL United States; Largier J.L. Bodega Marine Laboratory University of California Davis PO Box 247 Bodega Bay 94923 CA United States	El Colegio de la Frontera Sur Departamento de Sistemática y Ecología Acuática Av. Centenario km 5.5 Col. Pacto Obrero Chetumal Quintana Roo 77014 Mexico; NOAA Atlantic Oceanographic and Meteorological Laboratory 4301 Rickenbacker Causeway Miami 33149 FL United States; NOAA National Marine Fisheries Service Southeast Fisheries Science Center 75 Virginia Beach Drive Miami 33149 FL United States; Bodega Marine Laboratory University of California Davis PO Box 247 Bodega Bay 94923 CA United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Bond M.E.; Babcock E.A.; Pikitch E.K.; Abercrombie D.L.; Lamb N.F.; Chapman D.D.	2012	Article	All Open Access; Gold Open Access; Green Open Access	PLoS ONE	English	Bond M.E. School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States Institute for Ocean Conservation Science School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States; Babcock E.A. Rosenstiel School of Marine and Atmospheric Sciences University of Miami Miami FL United States; Pikitch E.K. School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States Institute for Ocean Conservation Science School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States; Abercrombie D.L. Abercrombie and Fish Port Jefferson Station NY United States; Lamb N.F. Absolondna Dangriga Belize; Chapman D.D. School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States Institute for Ocean Conservation Science School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States	School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States; Institute for Ocean Conservation Science School of Marine and Atmospheric Sciences SUNY Stony Brook Stony Brook NY United States; Rosenstiel School of Marine and Atmospheric Sciences University of Miami Miami FL United States; Abercrombie and Fish Port Jefferson Station NY United States; Absolondna Dangriga Belize	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Suchley A.; Alvarez-Filip L.	2018	Letter	All Open Access; Gold Open Access	Conservation Letters	English	Suchley A. Biodiversity and Reef Conservation Laboratory Unidad Académica de Sistemas Arrecifales Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Puerto Morelos Quintana Roo Mexico Posgrado en Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Mexico City Mexico; Alvarez-Filip L. Biodiversity and Reef Conservation Laboratory Unidad Académica de Sistemas Arrecifales Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Puerto Morelos Quintana Roo Mexico	Biodiversity and Reef Conservation Laboratory Unidad Académica de Sistemas Arrecifales Instituto de Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Puerto Morelos Quintana Roo Mexico; Posgrado en Ciencias del Mar y Limnología Universidad Nacional Autónoma de México Mexico City Mexico	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Gischler E.; Anselmetti F.S.; Shinn E.A.	2013	Article	NA	Marine Geology	English	Gischler E. Institut für Geowissenschaften Goethe-Universität 60487 Frankfurt am Main Germany; Anselmetti F.S. Institute of Geological Sciences and Oeschger Centre of Climate Change Research University of Bern 3012 Bern Switzerland; Shinn E.A. College of Marine Science University of South Florida St. Petersburg FL 33701 United States	Institut für Geowissenschaften Goethe-Universität 60487 Frankfurt am Main Germany; Institute of Geological Sciences and Oeschger Centre of Climate Change Research University of Bern 3012 Bern Switzerland; College of Marine Science University of South Florida St. Petersburg FL 33701 United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
Houser C.; Dambrosio T.; Bouchard C.; Heyman W.; Darbonne K.; Kuykendall S.	2014	Article	NA	Physical Geography	English	Houser C. Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States; Dambrosio T. Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States; Bouchard C. Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States; Heyman W. Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States; Darbonne K. Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States; Kuykendall S. Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States	Department of Geography Texas A and M University College Station TX 77843-3147 810 O and M Building United States	Scopus	Basic/descriptive science	Yes - focus relates to manuscript		
McClanahan T.R.; Huntington B.E.; Cokos B.	2011	Article	All Open Access; Bronze Open Access	Marine Ecology Progress Series	English	McClanahan T.R. Wildlife Conservation Society Marine Programs Bronx NY 10460 United States; Huntington B.E. Rosenstiel School of Marine and Atmospheric Science University of Miami Miami FL 33149 4600 Rickenbacker Causeway United States; Cokos B. Wildlife Conservation Society Marine Programs Bronx NY 10460 United States	Wildlife Conservation Society Marine Programs Bronx NY 10460 United States; Rosenstiel School of Marine and Atmospheric Science University of Miami Miami FL 33149 4600 Rickenbacker Causeway United States	Scopus				
Carilli J.E.; Charles C.D.; Garren M.; McField M.; Norris R.D.	2013	Article	NA	Coral Reefs	English	Carilli J.E. Institute for Environmental Research Australian Nuclear Science and Technology Organization Lucas Heights NSW 2234 Australia; Charles C.D. Scripps Institution of Oceanography University of California San Diego La Jolla CA 92037 United States; Garren M. Scripps Institution of Oceanography University of California San Diego La Jolla CA 92037 United States Department of Civil and Environmental Engineering Massachusetts Institute of Technology Cambridge MA 02141 United States; McField M. Healthy Reefs for Healthy People Initiative Smithsonian Institution Belize City Belize; Norris R.D. Scripps Institution of Oceanography University of California San Diego La Jolla CA 92037 United States	Institute for Environmental Research Australian Nuclear Science and Technology Organization Lucas Heights NSW 2234 Australia; Scripps Institution of Oceanography University of California San Diego La Jolla CA 92037 United States; Department of Civil and Environmental Engineering Massachusetts Institute of Technology Cambridge MA 02141 United States; Healthy Reefs for Healthy People Initiative Smithsonian Institution Belize City Belize	Scopus				
Strindberg S.; Coleman R.A.; Perez V.R.B.; Campbell C.L.; Majil I.; Gibson J.	2016	Article	All Open Access; Gold Open Access; Green Open Access	Endangered Species Research	English	Strindberg S. Wildlife Conservation Society Global Conservation Program 2300 Southern Blvd. Bronx 10460 NY United States; Coleman R.A. Wildlife Conservation Society Global Conservation Program PO Box 768 1755 Coney Drive 2nd Floor Belize City Belize Sawfish Consulting Ltd. 31 Santa Maria Street Belmopan City Belize; Perez V.R.B. Wildlife Conservation Society Global Conservation Program PO Box 768 1755 Coney Drive 2nd Floor Belize City Belize; Campbell C.L. Wildlife Conservation Society Global Conservation Program 2300 Southern Blvd. Bronx 10460 NY United States Archie Carr Center for Sea Turtle Research Department of Biology University of Florida Gainesville 32611 FL United States; Majil I. Belize Fisheries Department Princess Margaret Drive PO Box 148 Belize City Belize; Gibson J. Wildlife Conservation Society Global Conservation Program PO Box 768 1755 Coney Drive 2nd Floor Belize City Belize	Wildlife Conservation Society Global Conservation Program 2300 Southern Blvd. Bronx 10460 NY United States; Wildlife Conservation Society Global Conservation Program PO Box 768 1755 Coney Drive 2nd Floor Belize City Belize; Belize Fisheries Department Princess Margaret Drive PO Box 148 Belize City Belize; Sawfish Consulting Ltd. 31 Santa Maria Street Belmopan City Belize; Archie Carr Center for Sea Turtle Research Department of Biology University of Florida Gainesville 32611 FL United States	Scopus				
Andradi-Brown D.A.; Head C.E.I.; Exton D.A.; Hunt C.L.; Hendrix A.; Gress E.; Rogers A.D.	2017	Article	All Open Access; Gold Open Access; Green Open Access	PeerJ	English	Andradi-Brown D.A. Department of Zoology University of Oxford Oxford Oxfordshire United Kingdom Operation Wallacea Old Bolingbroke Lincolnshire United Kingdom; Head C.E.I. Department of Zoology University of Oxford Oxford Oxfordshire United Kingdom; Exton D.A. Operation Wallacea Old Bolingbroke Lincolnshire United Kingdom; Hunt C.L. Department of Zoology University of Oxford Oxford Oxfordshire United Kingdom Operation Wallacea Old Bolingbroke Lincolnshire United Kingdom; Hendrix A. Operation Wallacea Old Bolingbroke Lincolnshire United Kingdom; Gress E. Operation Wallacea Old Bolingbroke Lincolnshire United Kingdom; Rogers A.D. Department of Zoology University of Oxford Oxford Oxfordshire United Kingdom	Department of Zoology University of Oxford Oxford Oxfordshire United Kingdom; Operation Wallacea Old Bolingbroke Lincolnshire United Kingdom	Scopus				
Hernandez-Lamb J.; Dibello A.; Lewis S.; Mackin G.; Kirby K.; Acosta C.	2012	Article	NA	Aquatic Conservation: Marine and Freshwater Ecosystems	English	Hernandez-Lamb J. Department of Mathematics and Statistics Northern Kentucky University Highland Heights KY 41099 United States; Dibello A. Department of Mathematics and Statistics Northern Kentucky University Highland Heights KY 41099 United States; Lewis S. Department of Computer Science Northern Kentucky University Highland Heights KY 41099 United States; Mackin G. Department of Mathematics and Statistics Northern Kentucky University Highland Heights KY 41099 United States; Kirby K. Department of Mathematics and Statistics Northern Kentucky University Highland Heights KY 41099 United States; Acosta C. Department of Computer Science Northern Kentucky University Highland Heights KY 41099 United States	Department of Mathematics and Statistics Northern Kentucky University Highland Heights KY 41099 United States; Department of Mathematics and Statistics Northern Kentucky University Highland Heights KY 41099 United States; Department of Computer Science Northern Kentucky University Highland Heights KY 41099 United States	Scopus				
